scenario,realization,save_path,n,request_failure_pct,service_delay_pct,avg_wait_min,elapsed_min
F782_sup0.8,0,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_sup0.8_r0/simulation_1,5931,21.632,33.95,25.692,0.9
F782_sup0.9,0,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_sup0.9_r0/simulation_1,5931,10.808,15.406,17.073,1.0
F782_y24,0,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_y24_r0/simulation_1,5626,3.928,7.697,12.546,1.1
B_y24,0,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/B_y24_r0/simulation_1,5626,10.309,10.781,14.405,1.0
D_y24,0,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/D_y24_r0/simulation_1,4039,4.159,6.303,12.117,0.9
Ct100_y24,0,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100_y24_r0/simulation_1,5626,4.319,10.069,13.759,1.1
BCt100D_y24,0,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_y24_r0/simulation_1,4039,1.411,2.411,9.726,1.0
Ct100D_up0.6,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100D_up0.6_r1/simulation_1,5177,4.984,10.754,14.292,1.0
Ct100D_up0.8,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100D_up0.8_r1/simulation_1,4902,4.488,9.355,13.527,1.0
BCt100D_up0.6,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_up0.6_r1/simulation_1,5177,4.675,7.801,12.826,1.1
BCt100D_up0.8,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_up0.8_r1/simulation_1,4902,4.264,6.499,11.959,1.0
base_dmod,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dmod_r1/simulation_1,5701,21.154,33.215,25.315,1.0
BCt100D_dmod,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dmod_r1/simulation_1,4385,3.786,4.503,10.647,1.0
base_ds3,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_ds3_r1/simulation_1,5993,25.096,34.573,25.835,0.9
BCt100D_ds3,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_ds3_r1/simulation_1,4630,4.147,5.475,11.636,0.9
F782_sup0.9,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_sup0.9_r1/simulation_1,5993,13.265,23.105,20.39,1.0
F782_sup0.8,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_sup0.8_r1/simulation_1,5993,24.295,36.566,26.641,1.0
base_y24,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_y24_r1/simulation_1,5786,11.994,14.611,16.607,1.0
F782_y24,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_y24_r1/simulation_1,5786,4.39,10.051,13.827,1.0
B_y24,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/B_y24_r1/simulation_1,5786,10.975,11.143,14.836,1.1
Ct100_y24,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100_y24_r1/simulation_1,5786,5.133,11.15,14.451,1.0
D_y24,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/D_y24_r1/simulation_1,4105,4.019,6.954,12.556,0.9
BCt100D_y24,1,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_y24_r1/simulation_1,4105,1.096,2.488,9.889,1.0
Ct100D_up0.6,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100D_up0.6_r2/simulation_1,5219,6.687,14.148,15.802,0.9
Ct100D_up0.8,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100D_up0.8_r2/simulation_1,4932,5.515,12.167,14.976,1.0
BCt100D_up0.6,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_up0.6_r2/simulation_1,5219,5.921,8.086,13.222,1.1
BCt100D_up0.8,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_up0.8_r2/simulation_1,4932,4.866,7.246,12.73,1.0
base_dmod,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dmod_r2/simulation_1,5923,23.721,32.138,25.21,1.0
BCt100D_dmod,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dmod_r2/simulation_1,4527,3.777,6.405,12.063,1.0
base_ds3,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_ds3_r2/simulation_1,6080,25.444,34.458,25.635,1.0
BCt100D_ds3,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_ds3_r2/simulation_1,4644,4.522,7.127,12.466,1.0
F782_sup0.9,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_sup0.9_r2/simulation_1,6080,14.72,17.203,17.821,0.9
F782_sup0.8,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_sup0.8_r2/simulation_1,6080,24.507,33.508,25.474,1.0
base_y24,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_y24_r2/simulation_1,5685,10.22,15.909,17.16,1.0
F782_y24,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_y24_r2/simulation_1,5685,3.342,7.571,12.608,1.0
D_y24,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/D_y24_r2/simulation_1,4111,3.381,5.74,12.002,0.9
B_y24,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/B_y24_r2/simulation_1,5685,9.252,10.661,14.844,1.1
Ct100_y24,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100_y24_r2/simulation_1,5685,3.254,11.545,14.644,1.0
BCt100D_y24,2,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_y24_r2/simulation_1,4111,1.289,1.084,9.112,1.0
Ct100D_up0.6,3,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100D_up0.6_r3/simulation_1,5268,4.973,12.245,15.035,1.0
BCt100D_up0.6,3,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_up0.6_r3/simulation_1,5268,4.385,7.385,12.744,1.0
Ct100D_up0.8,3,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100D_up0.8_r3/simulation_1,4991,4.127,12.518,14.987,1.0
BCt100D_up0.8,3,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_up0.8_r3/simulation_1,4991,3.647,6.633,12.161,1.0
base_dmod,3,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dmod_r3/simulation_1,5969,23.505,34.1,25.746,1.0
BCt100D_dmod,3,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dmod_r3/simulation_1,4613,2.71,7.353,12.386,1.0
base_ds3,3,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_ds3_r3/simulation_1,6099,25.529,36.284,26.477,1.0
BCt100D_ds3,3,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_ds3_r3/simulation_1,4712,3.671,7.314,12.591,1.0
F782_sup0.9,3,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_sup0.9_r3/simulation_1,6099,13.297,17.625,17.902,0.9
F782_sup0.8,3,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_sup0.8_r3/simulation_1,6099,25.037,35.061,25.988,1.0
base_y24,3,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_y24_r3/simulation_1,5725,10.987,16.601,17.219,1.0
F782_y24,3,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_y24_r3/simulation_1,5725,4.087,8.086,12.704,1.0
B_y24,3,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/B_y24_r3/simulation_1,5725,9.694,10.406,14.497,1.0
D_y24,3,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/D_y24_r3/simulation_1,4157,4.643,7.997,12.921,0.9
Ct100_y24,3,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100_y24_r3/simulation_1,5725,3.616,9.714,13.71,1.0
BCt100D_y24,3,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_y24_r3/simulation_1,4157,1.516,2.687,9.961,1.0
Ct100D_up0.6,4,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100D_up0.6_r4/simulation_1,5189,5.435,11.127,14.434,1.0
Ct100D_up0.8,4,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100D_up0.8_r4/simulation_1,4914,4.904,8.752,13.285,1.0
BCt100D_up0.6,4,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_up0.6_r4/simulation_1,5189,4.856,6.583,12.48,1.0
BCt100D_up0.8,4,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_up0.8_r4/simulation_1,4914,4.416,5.834,11.933,1.0
base_dmod,4,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dmod_r4/simulation_1,5907,24.666,36.0,26.145,1.0
base_ds3,4,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_ds3_r4/simulation_1,6011,24.738,34.218,25.818,0.9
BCt100D_dmod,4,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dmod_r4/simulation_1,4561,3.99,5.823,11.857,1.0
BCt100D_ds3,4,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_ds3_r4/simulation_1,4640,4.267,6.146,11.959,1.0
F782_sup0.9,4,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_sup0.9_r4/simulation_1,6011,13.359,15.515,16.857,0.9
F782_sup0.8,4,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_sup0.8_r4/simulation_1,6011,22.725,30.807,24.253,1.0
base_y24,4,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_y24_r4/simulation_1,5753,12.411,15.321,16.564,1.0
D_y24,4,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/D_y24_r4/simulation_1,4061,4.235,10.491,13.936,0.9
F782_y24,4,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_y24_r4/simulation_1,5753,4.815,10.007,13.558,1.0
B_y24,4,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/B_y24_r4/simulation_1,5753,11.333,10.919,14.597,1.1
Ct100_y24,4,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100_y24_r4/simulation_1,5753,5.562,10.86,14.01,1.1
BCt100D_y24,4,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_y24_r4/simulation_1,4061,1.256,2.693,9.831,1.0
Ct100D_up0.6,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100D_up0.6_r5/simulation_1,5217,5.501,13.692,15.446,1.0
Ct100D_up0.8,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100D_up0.8_r5/simulation_1,4937,4.963,12.148,14.762,1.0
BCt100D_up0.6,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_up0.6_r5/simulation_1,5217,4.945,8.046,13.225,1.1
BCt100D_up0.8,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_up0.8_r5/simulation_1,4937,4.497,7.126,12.59,1.0
base_dmod,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dmod_r5/simulation_1,5965,24.996,36.813,27.033,1.0
BCt100D_dmod,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dmod_r5/simulation_1,4576,3.802,6.065,12.027,1.0
base_ds3,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_ds3_r5/simulation_1,6061,26.035,35.824,26.352,1.0
BCt100D_ds3,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_ds3_r5/simulation_1,4658,4.358,6.532,12.313,1.0
F782_sup0.9,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_sup0.9_r5/simulation_1,6061,13.793,19.885,19.135,1.0
F782_sup0.8,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_sup0.8_r5/simulation_1,6061,25.573,37.198,27.036,1.0
base_y24,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_y24_r5/simulation_1,5684,10.538,15.615,16.446,0.9
F782_y24,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_y24_r5/simulation_1,5684,4.187,5.931,11.762,1.1
D_y24,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/D_y24_r5/simulation_1,4153,4.238,6.739,12.179,0.9
B_y24,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/B_y24_r5/simulation_1,5684,9.5,10.906,14.532,1.1
Ct100D_up0.6,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100D_up0.6_r6/simulation_1,5139,4.495,9.474,13.598,0.9
Ct100_y24,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100_y24_r5/simulation_1,5684,3.747,8.81,13.293,1.1
BCt100D_y24,5,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_y24_r5/simulation_1,4153,1.421,2.882,9.633,1.0
BCt100D_up0.6,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_up0.6_r6/simulation_1,5139,3.931,6.441,12.174,1.0
Ct100D_up0.8,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/Ct100D_up0.8_r6/simulation_1,4869,4.313,6.504,12.151,0.9
BCt100D_up0.8,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_up0.8_r6/simulation_1,4869,3.697,4.18,11.094,0.9
BCt100D_dmod,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_dmod_r6/simulation_1,4534,3.551,4.299,10.988,0.9
base_dmod,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_dmod_r6/simulation_1,5882,20.061,27.159,22.558,0.9
base_ds3,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_ds3_r6/simulation_1,5959,23.662,35.656,26.282,0.9
BCt100D_ds3,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/BCt100D_ds3_r6/simulation_1,4600,3.674,4.107,11.001,0.9
F782_sup0.9,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_sup0.9_r6/simulation_1,5959,11.982,15.214,16.763,0.9
F782_sup0.8,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/F782_sup0.8_r6/simulation_1,5959,19.5,27.476,22.659,0.9
base_y24,6,/private/tmp/claude-501/-Users-jihoyeo-Library-CloudStorage-OneDrive----research--------paper-TR-A/bb969a78-2e8a-4095-bd20-aedfac7c4300/scratchpad/campaign_fast/simul_result/base_y24_r6/simulation_1,5709,10.335,15.179,16.797,1.0
