time,waiting_passenger_cnt,fail_passenger_cnt,empty_vehicle_cnt,driving_vehicle_cnt,iter_time(second)
1102,0,1282,53,206,
1103,0,1282,52,207,
1104,0,1282,54,204,
1105,0,1282,55,203,
1106,0,1282,52,206,
1107,0,1282,52,205,
1108,0,1282,55,202,
1109,0,1282,57,199,
1110,0,1282,57,199,
1111,0,1282,59,197,
1112,0,1282,58,198,
1113,0,1282,59,197,
1114,0,1282,61,195,
1115,0,1282,62,194,
1116,0,1282,65,191,
1117,0,1282,65,191,
1118,0,1282,67,189,
1119,0,1282,70,186,
1120,0,1282,71,184,
1121,0,1282,71,184,
1122,0,1282,76,179,
1123,0,1282,78,177,
1124,0,1282,79,176,
1125,0,1282,79,175,
1126,0,1282,84,169,
1127,0,1282,84,169,
1128,0,1282,82,170,
1129,0,1282,84,168,
1130,0,1282,85,166,
1131,0,1282,84,167,
1132,0,1282,85,166,
1133,0,1282,88,163,
1134,0,1282,90,161,
1135,0,1282,89,162,
1136,0,1282,59,163,
1137,0,1282,60,161,
1138,0,1282,59,161,
1139,0,1282,59,161,
1140,0,1282,64,163,
1141,0,1282,66,161,
1142,0,1282,70,157,
1143,0,1282,71,155,
1144,0,1282,71,155,
1145,0,1282,67,159,
1146,0,1282,71,154,
1147,0,1282,74,151,
1148,0,1282,77,147,
1149,0,1282,77,147,
1150,0,1282,76,147,
1151,0,1282,79,144,
1152,0,1282,81,141,
1153,0,1282,84,137,
1154,0,1282,84,136,
1155,0,1282,83,137,
1156,0,1282,84,136,
1157,0,1282,84,136,
1158,0,1282,82,137,
1159,0,1282,82,137,
1160,0,1282,82,137,
1161,0,1282,85,134,
1162,0,1282,90,129,
1163,0,1282,93,125,
1164,0,1282,95,122,
1165,0,1282,98,119,
1166,0,1282,98,119,
1167,0,1282,100,117,
1168,0,1282,100,117,
1169,0,1282,100,115,
1170,0,1282,101,113,
1171,0,1282,102,111,
1172,0,1282,104,109,
1173,0,1282,103,109,
1174,0,1282,103,109,
1175,0,1282,104,108,
1176,0,1282,102,108,
1177,0,1282,104,105,
1178,0,1282,108,100,
1179,0,1282,109,99,
1180,0,1282,110,98,
1181,0,1282,109,98,
1182,0,1282,109,97,
1183,0,1282,108,96,
1184,0,1282,110,94,
1185,0,1282,112,92,
1186,0,1282,111,93,
1187,0,1282,113,91,
1188,0,1282,113,91,
1189,0,1282,112,92,
1190,0,1282,111,93,
1191,0,1282,111,92,
1192,0,1282,110,93,
1193,0,1282,110,91,
1194,0,1282,113,88,
1195,0,1282,112,88,
1196,0,1282,111,87,
1197,0,1282,113,85,
1198,0,1282,112,86,
1199,0,1282,113,85,
1200,0,1282,115,85,
1201,0,1282,117,83,
1202,0,1282,118,81,
1203,0,1282,117,82,
1204,0,1282,120,78,
1205,0,1282,118,80,
1206,0,1282,117,81,
1207,0,1282,117,81,
1208,0,1282,117,81,
1209,0,1282,116,82,
1210,0,1282,115,83,
1211,0,1282,114,84,
1212,0,1282,113,84,
1213,0,1282,112,85,
1214,0,1282,112,83,
